isbn_a,isbn_b,title_a,title_b,category_a,category_b,cross_category,reciprocal,rank_score,hub_correction,weight,recommendation_validation
9788901260716,9791190538510,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,사회과학,철학,True,False,0.1,0.405,0.0405,0
9788936438838,9791191114225,아버지의 해방일지 :정지아 장편소설,작별인사 :김영하 장편소설,문학,문학,False,False,0.2,0.185,0.037,0
9788936438838,9791192300818,아버지의 해방일지 :정지아 장편소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,0.2,0.185,0.037,0
9791192389325,9791198553317,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,사회과학,기술과학,True,False,0.1,0.351,0.0351,0
9791191891287,9791192300818,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,0.1,0.321,0.0321,0
9791161571188,9791162540640,불편한 편의점 :김호연 장편소설,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,문학,철학,True,False,0.2,0.155,0.031,0
9791161571188,9791169850445,불편한 편의점 :김호연 장편소설,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,문학,철학,True,False,0.2,0.155,0.031,0
9788965965046,9791161571188,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,불편한 편의점 :김호연 장편소설,철학,문학,True,False,0.2,0.155,0.031,0
9788954682152,9791169850445,작별하지 않는다 :한강 장편소설,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,문학,철학,True,False,0.1,0.282,0.0282,0
9788954682152,9791198682505,작별하지 않는다 :한강 장편소설,나를 소모하지 않는 현명한 태도에 관하여,문학,철학,True,False,0.1,0.282,0.0282,0
9791168473690,9791190313186,세이노의 가르침 :피보다 진하게 살아라,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,사회과학,총류,True,False,0.1,0.239,0.0239,1
9791167740984,9791192953151,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",세상은 이야기로 만들어졌다 :신화·거짓말·유토피아,철학,총류,True,False,0.1,0.21,0.021,0
9791167740984,9791198013026,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,철학,사회과학,True,False,0.1,0.21,0.021,0
9788934972464,9788936438838,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",아버지의 해방일지 :정지아 장편소설,역사,문학,True,False,0.1,0.185,0.0185,1
9791130646381,9791161571188,이처럼 사소한 것들 :클레어 키건 소설,불편한 편의점 :김호연 장편소설,문학,문학,False,False,0.1,0.155,0.0155,0
9791161571188,9791192579504,불편한 편의점 :김호연 장편소설,바다가 들리는 편의점,문학,문학,False,False,0.1,0.155,0.0155,1
